Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
359,"trace_936",1,Yes,"7.00","2.00","594.00","0.85","0.82","0.88","25.00","669.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]HRRAN|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
360,"trace_992",1,Yes,"4.00","1.00","130.00","1.00","0.90","0.86","29.00","212.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]RHRRPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L]HRRAN|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
361,"trace_1034",1,Yes,"13.00","2.00","515.00","1.00","0.69","0.55","29.00","606.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]REPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[L]REPP|[L/M]FRPP|[L]LRERV|[L]REPC|[L]RBPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
362,"trace_1038",1,Yes,"5.00","1.00","225.00","0.96","0.88","0.86","28.00","321.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L]FRPP|[L/M]RIBPC|[L]FHRRP|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
363,"trace_1096",1,Yes,"7.00","1.00","333.00","0.88","0.82","0.85","26.00","433.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]RIBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
364,"trace_1160",1,Yes,"12.00","2.00","790.00","0.77","0.68","0.71","24.00","829.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L]RBPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]RIBPC|[L]SLRRP
365,"trace_1208",1,Yes,"7.00","1.00","231.00","0.92","0.82","0.81","27.00","356.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L]FRPP|[L]REPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]REPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[M-REAL]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
366,"trace_1270",1,Yes,"5.00","1.00","268.00","0.92","0.88","0.89","27.00","369.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L]MHRRPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]HRRAN|[L/M]HRHA|[M-REAL]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
367,"trace_1346",1,Yes,"11.00","2.00","613.00","0.75","0.69","0.78","23.00","670.00",[L/M]SRP|[M-REAL]SRPP|[L]SHRRP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRRAN|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
368,"trace_1371",1,Yes,"7.00","1.00","156.00","0.88","0.82","0.85","26.00","240.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L]LRIRV|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[M-REAL]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
369,"trace_1408",1,Yes,"6.00","0.00","156.00","0.92","0.85","0.85","27.00","230.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L]SRPP|[L]FRPP|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
370,"trace_1440",1,Yes,"2.00","0.00","109.00","0.96","0.95","0.96","28.00","203.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[M-REAL]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]FRP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
371,"trace_1499",1,Yes,"6.00","0.00","161.00","0.92","0.85","0.85","27.00","237.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L]LRERV|[L]FHRRP|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
372,"trace_1515",1,Yes,"6.00","0.00","202.00","0.92","0.85","0.85","27.00","280.00",[L/M]SRP|[L]FLRRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L]HRRR|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
373,"trace_1571",1,Yes,"12.00","2.00","713.00","0.77","0.68","0.71","24.00","776.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L]FHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP|[L]LRIRV
374,"trace_1572",1,Yes,"4.00","0.00","241.00","1.00","0.90","0.86","29.00","341.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L]HRRAN|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L]RBPC|[L/M]FLRRP|[L/M]FRP
375,"trace_1694",1,Yes,"3.00","0.00","101.00","1.00","0.93","0.90","29.00","184.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L]AHRRPC|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L]LRRR|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
376,"trace_1732",1,Yes,"6.00","0.00","296.00","0.88","0.85","0.88","26.00","425.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L]HRHA|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRAN|[L/M]RHRRPC|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[M-REAL]FHRRP|[L/M]FRP
377,"trace_1740",1,Yes,"12.00","2.00","424.00","0.89","0.70","0.63","27.00","511.00",[M-REAL]SRP|[L]FRPP|[L]RIBPC|[L]REPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
378,"trace_1745",1,Yes,"7.00","1.00","262.00","1.00","0.83","0.76","29.00","377.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]REPP|[L]REPP|[L/M]FRPP|[L]REPC|[L]RIBPC|[L]SRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L]FRPP|[L/M]FRP
379,"trace_1833",1,Yes,"6.00","1.00","332.00","0.92","0.85","0.85","27.00","431.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L]FRP|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L/M]RIBPC|[L]FRPP|[L/M]RBPC|[L]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
380,"trace_1837",1,Yes,"7.00","0.00","115.00","1.00","0.83","0.76","29.00","191.00",[L/M]SRP|[L]FRPP|[L]RIBPC|[L]SHRRPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L]REPP|[L]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
381,"trace_1847",1,Yes,"3.00","0.00","75.00","0.93","0.93","0.96","27.00","155.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[M-REAL]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRAN|[L/M]HRHA|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
382,"trace_1913",1,Yes,"5.00","1.00","239.00","0.96","0.88","0.86","28.00","328.00",[L/M]SRP|[L/M]SRPP|[L]HRRAN|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L]LRERV|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
383,"trace_1996",1,Yes,"14.00","2.00","767.00","0.75","0.62","0.62","24.00","800.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L]SRPP|[L]REPP|[L]SRPP|[L]RIBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L]SRP|[L]FRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
384,"trace_8",1,Yes,"5.00","7.00","313.00","0.92","0.87","0.88","26.00","400.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L]FHRRP|[L/M]FRP
385,"trace_78",1,Yes,"7.00","1.00","401.00","0.95","0.82","0.78","27.00","518.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]REPP|[L]REPP|[L/M]FRPP|[L]REPC|[L]RIBPC|[L]RBPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[M-REAL]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
386,"trace_87",1,Yes,"11.00","2.00","643.00","0.77","0.69","0.74","23.00","720.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SLRRP|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L]HRRAN|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
387,"trace_105",1,Yes,"11.00","1.00","398.00","0.89","0.72","0.65","26.00","495.00",[L/M]SRP|[L]FRPP|[L]RBPC|[L]REPC|[L/M]SRPP|[L]REPP|[L]REPP|[L]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]RBPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
388,"trace_133",1,Yes,"4.00","0.00","160.00","0.96","0.90","0.89","27.00","243.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L]LRERV|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
389,"trace_141",1,Yes,"5.00","0.00","227.00","0.92","0.87","0.88","26.00","311.00",[L/M]SRP|[L/M]SRPP|[L]FHRRPC|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
390,"trace_151",1,Yes,"12.00","2.00","610.00","0.84","0.68","0.64","25.00","696.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L]REPP|[L]FRPP|[L]RIBPC|[L]REPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L]SHRRPC|[L/M]LRERV|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
391,"trace_160",1,Yes,"2.00","1.00","210.00","0.93","0.95","1.00","26.00","341.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[M-REAL]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
392,"trace_162",1,Yes,"3.00","1.00","109.00","0.96","0.93","0.93","27.00","202.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L/M]REPP|[L]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]RHRRPC|[L]FHRRPC|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
393,"trace_173",1,Yes,"12.00","2.00","700.00","0.73","0.66","0.73","22.00","753.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L]FRPP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
394,"trace_181",1,Yes,"5.00","1.00","297.00","0.92","0.87","0.88","26.00","383.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[M-REAL]RIBPC|[L]REPP|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
395,"trace_195",1,Yes,"12.00","2.00","546.00","0.84","0.68","0.64","25.00","628.00",[L/M]SRP|[L]FRPP|[L]RIBPC|[L]REPC|[L]RBPC|[L/M]SRPP|[L]REPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]REPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[M-REAL]LRERV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
396,"trace_225",1,Yes,"6.00","1.00","306.00","0.88","0.84","0.88","25.00","389.00",[L]AHRRPC|[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[M-REAL]EPP|[L]SRPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
397,"trace_304",1,Yes,"6.00","2.00","376.00","0.88","0.84","0.88","25.00","471.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]REPP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L/M]FRP
398,"trace_366",1,Yes,"3.00","0.00","228.00","1.00","0.93","0.89","28.00","307.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]SHRRPC|[L]LRIRV|[L/M]LRERV|[L]REPC|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
399,"trace_385",1,Yes,"11.00","2.00","719.00","0.85","0.71","0.68","25.00","770.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SHRRPC|[L]REPP|[L/M]FRPP|[L]RIBPC|[L]REPC|[L]RBPC|[L]SRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]RHRRPC|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP|[L]EPP|[L]SLRRP
