Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
1663,"trace_1071",1,Yes,"2.00","0.00","56.00","1.00","0.93","0.87","15.00","107.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]REPP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1664,"trace_1093",1,Yes,"4.00","1.00","152.00","0.85","0.85","0.85","13.00","205.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1665,"trace_1110",1,Yes,"2.00","0.00","57.00","1.00","0.93","0.87","15.00","106.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L]RHRRPC|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1666,"trace_1135",1,Yes,"3.00","0.00","112.00","0.92","0.89","0.86","14.00","161.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L]SRPP|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1667,"trace_1144",1,Yes,"4.00","0.00","113.00","0.85","0.85","0.85","13.00","159.00",[M-REAL]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1668,"trace_1146",1,Yes,"3.00","0.00","112.00","0.92","0.89","0.86","14.00","161.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]REPC|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1669,"trace_1149",1,Yes,"2.00","1.00","62.00","1.00","0.93","0.87","15.00","112.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]SRP|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1670,"trace_1155",1,Yes,"2.00","0.00","59.00","1.00","0.93","0.87","15.00","109.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]SHRRP|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1671,"trace_1172",1,Yes,"3.00","0.00","75.00","0.92","0.89","0.86","14.00","122.00",[L]HRRR|[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1672,"trace_1174",1,Yes,"2.00","0.00","55.00","1.00","0.93","0.87","15.00","104.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]FLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1673,"trace_1175",1,Yes,"3.00","0.00","113.00","0.92","0.89","0.86","14.00","166.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]REPP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1674,"trace_1180",1,Yes,"5.00","1.00","57.00","0.77","0.80","0.83","12.00","91.00",[M-REAL]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1675,"trace_1189",1,Yes,"4.00","0.00","111.00","0.85","0.85","0.85","13.00","157.00",[M-REAL]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1676,"trace_1197",1,Yes,"2.00","0.00","57.00","1.00","0.93","0.87","15.00","107.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]HRRAN|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1677,"trace_1200",1,Yes,"2.00","0.00","40.00","1.00","0.93","0.87","15.00","82.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L]FRP|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1678,"trace_1204",1,Yes,"5.00","0.00","99.00","0.77","0.80","0.83","12.00","135.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1679,"trace_1225",1,Yes,"5.00","1.00","100.00","0.77","0.80","0.83","12.00","135.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[M-REAL]FRP
1680,"trace_1230",1,Yes,"3.00","0.00","82.00","0.92","0.89","0.86","14.00","131.00",[L/M]SRP|[L]RIBPC|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1681,"trace_1262",1,Yes,"2.00","0.00","40.00","1.00","0.93","0.87","15.00","82.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1682,"trace_1271",1,Yes,"5.00","0.00","77.00","0.77","0.80","0.83","12.00","108.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[M-REAL]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1683,"trace_1315",1,Yes,"2.00","0.00","59.00","1.00","0.93","0.87","15.00","109.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]RBPC|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1684,"trace_1319",1,Yes,"2.00","0.00","60.00","1.00","0.93","0.87","15.00","110.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L]REPC|[L/M]FLRRP|[L/M]FRP
1685,"trace_1321",1,Yes,"2.00","0.00","62.00","1.00","0.93","0.87","15.00","112.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]RIBPC|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1686,"trace_1367",1,Yes,"2.00","0.00","37.00","1.00","0.93","0.87","15.00","79.00",[L/M]SRP|[L/M]SRPP|[L]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1687,"trace_1407",1,Yes,"2.00","0.00","65.00","1.00","0.93","0.87","15.00","115.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP|[L]FRPP
1688,"trace_1413",1,Yes,"5.00","0.00","86.00","0.77","0.80","0.83","12.00","117.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[M-REAL]EPP|[L]SRPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1689,"trace_1469",1,Yes,"3.00","1.00","116.00","0.92","0.89","0.86","14.00","163.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L]FRPP|[L/M]FRP
1690,"trace_1480",1,Yes,"3.00","0.00","85.00","0.92","0.89","0.86","14.00","132.00",[L/M]SRP|[L/M]SRPP|[L]MHRRPC|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1691,"trace_1492",1,Yes,"2.00","0.00","54.00","1.00","0.93","0.87","15.00","104.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]LRRR|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1692,"trace_1514",1,Yes,"2.00","0.00","35.00","1.00","0.93","0.87","15.00","76.00",[L/M]SRP|[L/M]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1693,"trace_1522",1,Yes,"2.00","0.00","31.00","1.00","0.93","0.87","15.00","69.00",[L]FHRRP|[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1694,"trace_1538",1,Yes,"2.00","1.00","57.00","1.00","0.93","0.87","15.00","107.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1695,"trace_1602",1,Yes,"3.00","1.00","110.00","0.92","0.89","0.86","14.00","159.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L]FHRRPC|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1696,"trace_1605",1,Yes,"4.00","1.00","111.00","0.85","0.85","0.85","13.00","157.00",[L/M]SRP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1697,"trace_1608",1,Yes,"3.00","0.00","117.00","0.92","0.89","0.86","14.00","164.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP|[L]SRPP
1698,"trace_1615",1,Yes,"2.00","0.00","57.00","1.00","0.93","0.87","15.00","106.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L]RIBPC|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1699,"trace_1639",1,Yes,"3.00","1.00","114.00","0.92","0.89","0.86","14.00","163.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1700,"trace_1706",1,Yes,"3.00","1.00","76.00","0.92","0.89","0.86","14.00","125.00",[L]RIBPC|[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1701,"trace_1724",1,Yes,"5.00","0.00","100.00","0.77","0.80","0.83","12.00","135.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[M-REAL]FRP
1702,"trace_1728",1,Yes,"2.00","0.00","63.00","1.00","0.93","0.87","15.00","113.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L]LRIRV|[L/M]FLRRP|[L/M]FRP
1703,"trace_1736",1,Yes,"2.00","1.00","59.00","1.00","0.93","0.87","15.00","109.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]RBPC|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1704,"trace_1754",1,Yes,"2.00","0.00","40.00","1.00","0.93","0.87","15.00","82.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1705,"trace_1757",1,Yes,"2.00","0.00","60.00","1.00","0.93","0.87","15.00","110.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L]REPC|[L/M]FLRRP|[L/M]FRP
1706,"trace_1773",1,Yes,"3.00","0.00","88.00","0.92","0.89","0.86","14.00","134.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L]EPP|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1707,"trace_1785",1,Yes,"5.00","0.00","86.00","0.77","0.80","0.83","12.00","117.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[M-REAL]EPP|[L]SRPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1708,"trace_1809",1,Yes,"4.00","0.00","163.00","0.85","0.85","0.85","13.00","210.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[M-REAL]FRP
1709,"trace_1880",1,Yes,"5.00","0.00","94.00","0.77","0.80","0.83","12.00","130.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[M-REAL]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1710,"trace_1898",1,Yes,"5.00","1.00","89.00","0.77","0.80","0.83","12.00","124.00",[L/M]SRP|[M-REAL]SRPP|[L]FRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[M-REAL]FRPP|[L]SRPP|[L/M]EPP|[M-REAL]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1711,"trace_1901",1,Yes,"4.00","0.00","129.00","0.85","0.85","0.85","13.00","174.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1712,"trace_1918",1,Yes,"2.00","0.00","59.00","1.00","0.93","0.87","15.00","109.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L]SLRRP|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1713,"trace_1968",1,Yes,"2.00","0.00","63.00","1.00","0.93","0.87","15.00","113.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L]FHRRPC|[L/M]FLRRP|[L/M]FRP
1714,"trace_1985",1,Yes,"3.00","0.00","95.00","0.92","0.89","0.86","14.00","140.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]LRIRV|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1715,"trace_1991",1,Yes,"2.00","0.00","65.00","1.00","0.93","0.87","15.00","115.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP|[L]SHRRPC
1716,"trace_14",1,Yes,"1.00","1.00","29.00","1.00","0.96","0.93","14.00","66.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]AHRRPC|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1717,"trace_25",1,Yes,"3.00","1.00","84.00","0.85","0.88","0.92","12.00","123.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[M-REAL]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1718,"trace_44",1,Yes,"1.00","0.00","29.00","1.00","0.96","0.93","14.00","66.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]FHRRP|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1719,"trace_63",1,Yes,"2.00","0.00","70.00","0.92","0.92","0.92","13.00","113.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[M-REAL]FRP
1720,"trace_88",1,Yes,"2.00","0.00","71.00","0.92","0.92","0.92","13.00","114.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1721,"trace_89",1,Yes,"1.00","0.00","24.00","1.00","0.96","0.93","14.00","60.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L]LRRR|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1722,"trace_126",1,Yes,"1.00","0.00","23.00","1.00","0.96","0.93","14.00","59.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRP|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1723,"trace_142",1,Yes,"1.00","0.00","23.00","1.00","0.96","0.93","14.00","59.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]LRERV|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1724,"trace_147",1,Yes,"1.00","0.00","29.00","1.00","0.96","0.93","14.00","66.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]REPC|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1725,"trace_198",1,Yes,"1.00","0.00","29.00","1.00","0.96","0.93","14.00","66.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FRP|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1726,"trace_235",1,Yes,"3.00","0.00","108.00","0.85","0.88","0.92","12.00","154.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
1727,"trace_236",1,Yes,"1.00","0.00","31.00","1.00","0.96","0.93","14.00","68.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L]REPC|[L/M]FRP
1728,"trace_240",1,Yes,"1.00","0.00","32.00","1.00","0.96","0.93","14.00","69.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP|[L]MHRRPC
1729,"trace_242",1,Yes,"1.00","0.00","25.00","1.00","0.96","0.93","14.00","61.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]LRERV|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1730,"trace_254",1,Yes,"1.00","0.00","24.00","1.00","0.96","0.93","14.00","60.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L]RBPC|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1731,"trace_264",1,Yes,"1.00","0.00","30.00","1.00","0.96","0.93","14.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L]REPC|[L/M]FLRRP|[L/M]FRP
1732,"trace_276",1,Yes,"1.00","0.00","16.00","1.00","0.96","0.93","14.00","48.00",[L/M]SRP|[L]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1733,"trace_280",1,Yes,"3.00","1.00","108.00","0.85","0.88","0.92","12.00","154.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L]FLRRP|[L/M]LRRR|[M-REAL]FLRRP|[L/M]FRP
